name,host_is_superhost
Cactus Room Hab individual a 5 min WTC y Condesa,t
Puente de Piedra 7,t
"Extraordinary and convenient location, at Center.",t
Departamento en Coyoacán,t
Cuarto privado en Lindavista,t
"Cozy, new & great  apartment in Roma/Condesa",t
"Room with terrace and private bathroom Juarez,Roma",t
Sunny Private Room in Amazing Centric home/Garden,t
*Pequeño y hermoso departamento*,t
Beautiful Appartment in La Roma,t
Mágico Polanco,t
Cómodo & céntrico apartamento,t
Beautiful and Colorful Apartment in CDMX Coyoacan,t
Fancy apartment in heart of POLANCO// 6 guest,t
Two rooms apartment in the heart of La Condesa.,t
La Casa del Mimo- Habitación Frederik,t
Bright 2 BR Apt | Polanquito | Natural Light,t
Cómoda y tranquila habitación,t
ROMA Norte Beautiful apartment & private terrace,t
"Bohemian paradise, depa céntrico cerca de WTC",t
Private Room in Artists' Space in Roma Norte,t
GRT LOCATION AT DOWNTOWN MEXICO CITY/LARGE GROUPS,t
Cozy Bedroom in Renovated House with private bath,t
Bed in dorm with terrace and breakfast Roma Juarez,t
Lovely centric Flat Aeropuerto 5 min Zocalo 15 min,t
Litera en dormitorio compartido. Casa María Hostal,t
Xochimilco rooms!! Enjoy estadio Azteca too :),t
Barragán New Stylish Apartment,t
Linda suite Zona Polanco-Toreo CDMX,t
"Coyoacan loft with pool, gym, and roofgarden.",t
Depto a 10 min Aeropuerto T1 y T2 CDMX Foro sol,t
"Súper depa,wifi, tv pag,gym,spa;5 min Santa Fe",t
Cozy 1Bed1Bath AptCondesa-Roma/Reforma/Chapultepe,t
CENTRIC • Casa Raffaello • Room Varenna,t
1BR CLEAN & BIG  APARTMENT @POLANCO,t
"CONDESA, Best Spot- CHOAPAN.",t
Cuarto cama matrimonial / Room Full size bed,t
Trendy & bright apt in Condesa. 2BR - 2BTHR.,t
Cielo Alameda,t
Casa Roma Condesa great deal!,t
"Cuarto Azul en el corazón de Orizaba, Col. Roma",t
"Cuarto Blanco en el corazón de Orizaba, Col. Roma",t
Departamento tipo Loft Del Valle,t
Habitación Loft con Terraza privada en Coyoacán,t
"Stylish green view room, Amsterdam street Condesa",t
Jacarandas 100-4,t
Cama Queen a 1 minuto parque Alfonso Esparza (3),t
HABITACIÓN NUEVA A 5 MIN DEL AEROPUERTO 5.4,t
Guest Suite (1) Near By Tourist Attractions,t
"Suite con baño, cocina y balcón privados",t
Modern apartment near Reforma with private terrace,t
"Huge Luxurious Suite 70's style, perfectly located",t
"Condesa, one of the best zones.",t
COOL PENT HOUSE APARTMENT @CONDESA,t
"""Frida"" beautiful Private Room ",t
Bright and fresh loft great area!,t
three bedroom apartment Polanco,t
Studio en Polanco,t
(9)Full Apartment in Colonia Roma close to Condesa,t
"Super Sale! Private Apt. Kitchen, Shower, Terrace",t
White Loft,t
(7)Full Apartment in Colonia Roma close to Condesa,t
"Renovated Cozy apart. in heart of City, Zona Rosa",t
Cozy and convenient in Condesa,t
Hospital 20 de noviembre  Universidad Panamericana,t
"2 Beds & 2 Terrace Downtown, Airport & Concerts",t
Independent Room; Share Services; Near UNAM & Coyo,t
Tranquila habitación independiente,t
Beautiful apartment in Coyoacan,t
Polanco one bedroom Apartment,t
Room at Coyocán with independent access to street,t
Súper conveniente en la Roma,t
"#204 Historic Center...  2Bdrm,  2Bath A/C Apt.",t
Cute apt. in the heart of Col.Roma,t
2 Bedroom Apartment A.Musset,t
Boutique Apartment PBK Downtown,t
"Casa RM26 Room 7 at Roma Norte, CDMX",t
Studio en San Angel !,t
"Cozy Apt. Near Foro Sol, Historic Centre & Airport",t
Nice Room at Coy. w/independent Access to Street,t
"Casa RM26 Room 2 at Roma Norte, CDMX",t
Cozy apartment in Ejercito Nacional,t
1 bedroom studio Condesa D.,t
"SUITE-PH #622, 01 Recámara, 01 Baño, Amueblado",t
"#701 Stunning Views!! PH, A/C, Studio",t
Design + Location = The Loft,t
Pent House Sierra Candela,t
Apartment with balcon,t
2 Recamaras Bosques U Anahuac,t
Polanco Mexico City Modern PH A/C Roof Garden,t
"PH9 · Trendy Penthouse ""Laredo Summit""",t
Departamento entero totalmente privado y céntrico,t
#307 Modern Condo Downtown CDMX  A/C!,t
Habitación AV Centro 3er piso,t
Nice apartment close to the airport (t2),t
ROOM WITH SPECTACULAR VIEW AND PRIVATE BATH.,t
Departamento Roma con patio interior,t
Habitación con vista panorámica j3,t
Downtown penthouse with magnificent view,t
ENTIRE Appartment 5 min from INTL-AIRPORT,t
Departamento Av. Universidad en Coyoacán,t
Solar Eclipse bedroom,t
Confortable Appartment,t
EXQUISITE PETITTE LOFT CONDESA,t
"Luxury in San Angel - 2BR/3BA 1 King , 2 Twin (R)",t
Rustic Studio with Terrace,t
Hermoso Departamento a una cuadra de Reforma,t
Room in the best location/ Roma Norte,t
#304 Amazing Apartment!!  A/C Great location!!,t
"Safe, lovely & central APPT/ long term welcome",t
Departamento amueblado en el corazón de Polanco,t
Humongous 6BR apartment with incredible rooftop!,t
"Moliere, walking Polanquito, Best area in Mexico!",t
Beautiful Suite Condesa 1,t
Cozy 1BR Apt with French Window seating,t
SUITE IDEAL FOR EXECUTIVES AND VACATIONERS,t
Cuarto en la Roma Sur Tuxpan,t
ROOM/STUDY ENTRANCE TOTALLY INDEPENDENT EN CONDESA,t
LOFT CONDESA,t
Mexico City downtown comfy and cozy private room,t
Well located and comfortable bedroom,t
Habitación en amplio  departamento en Coyoacan,t
Habitación en C. U. P. A.,t
DEPA INDEPENDIENTE. Ambiente de hogar,t
Loft Casa Lupita,t
Santa Fe. Depto/flat/2cuartos(rooms)/2baths,t
Increible departamento tipo Loft ideal para 2,t
Increible Dpto en la Roma totalmente equipado,t
Cómoda habitación Azul en la Roma,t
#306 Amazing Apt with Balcony! 2br/2ba  Downtown,t
"#602 Private Terrace, A/C Studio Downtown CDMX",t
Chic & Cozy  apartment in Condesa,t
Good Place in CDMX! Deep  Perfect for you!,t
SANITIZED and SPACIOUS  aparment (CONDESA),t
Comfortable apartment and best location ever! 302,t
Harmonious & tranquile App. for 1 or 2 persons.,t
Habitación acogedora. Céntrico. Dos personas.,t
Gorgeous apartment / Excelent location.,t
#205   2bdrm 2bath A/C Apt.  *Walk the City Center,t
SMART LOCATION safe building DOWN TOWN -50%OFF,t
"⚡️ALAMEDA PARK APT, 2 bedrooms, pool & gym",t
Kozy Studio + Best Location.,t
Nice room in central area of Mexico City,t
Idyllic 2br flat Roma norte/ Reforma Av,t
Cosmopolita Departamento- estudio privado,t
Habitacion en depto equipado y acogedor zona carso,t
Departamento 13 en el Corazón de la Condesa,t
Habitación Privada con baño!Pequeña confortable!,t
Cdmx Top-Rated flat in La Condesa,t
Lovely home in the central and vibrant Roma Norte,t
Departamento céntrico  (completo) en la CD.MX.,t
Departamento en el corazón de Polanco,t
Bright PH in Historic Building at La Roma Norte,t
Suite Acogedora con Excelente Ubicación & Confort,t
Pool - gym -parking en Apto. En Complejo Residencial acogedor-céntrico-seguro,t
Un rincón cerca del cielo.,t
DEPARTAMENTO EN POLANCO ( 130 m2 ),t
Explore Roma from a Mid-Century Modern Apartment,t
Hermoso departamento entero!!,t
Nice view in apartment 701 @ SANTA FE,t
"AGRADABLE HABITACION , MUY CERCA EMBAJA AMERICANA",t
Depto Amueblado Nápoles World Trade Center,t
Loft Condesa,t
Depto Amueblado Nápoles World Trade Center WTC,t
CONFORT ROOM,t
PENTHOUSE STUDIO MANACAR,t
Increíble Depto en excelente ubicación-Condesa,t
Departamento cerca de Bellas Artes,t
"Apartamento Centro Histórico, Ciudad de México",t
All you need in Napoles. Close to wtc and condesa,t
Estupendo y cómodo depto.  en la del Valle,t
Astonishing Views from Mexico City !!,t
Photographer’s Choice | Condesa | Balcony,t
Cool & Modern Apartment in Polanco,t
Perfect starpoint for touring Mexico City!,t
I wanna hold your hand @ Roma Norte w/2 Balconies,t
"Beautiful Room, in an excellent PH, San Angel",t
El Vecino de Frida,t
Chipotle Loft right at the bohemian Coyoacan,t
Fresh Lockdown Full Kitchen in Roma,t
5 Rooms Penthouse /amazing view /Downtown,t
Funcional habitación en narvarte,t
Sunny Modern Apartment in the Central La Roma Sur Area,t
Habitacion 2 en C.U.P.A,t
"Mexico City Santa Fe expensive condo,hotel service",t
"Habitación privada, Azcapotzalco - Arena CDMX",t
¡NEW! A leafy treasure in Roma neighborhood,t
Casa Mexico 6,t
"Casa Amores Private Room 3 ""Sea Room""",t
Departamento de lujo y nuevo,t
Cozy Room near mCoyocan,t
C2 Chapultepec/Condesa Brand New Room Casa Melgar,t
Cuarto Entrada privada piano narvarte roma valle,t
Comfortable sofa in expansive apartment,t
WTC CDMX Depto ideal para vacaciones o trabajo,t
"Lovely flat + superb location in Roma, CDMX",t
"Apto, foro Sol, AICM, Pal.Deportes.",t
Best Price in the Best Area Polanco 2 Beds Rooftop,t
ROMA-CONDESA SUNNY☀Apt with balcony BestLocation,t
Industrial CHIC new apt 2 BR/ New Polanco,t
Dream-studio Victoria. Cerca del 20 de Noviembre,t
NEW! At the heart of Colonia Juárez,t
Amplio Departamento con Terraza en Condesa CDMX,t
Gorgeous 2 BR Apt with Rooftop,t
3 BR APT AMAZING VIEWS IN THE HEART OF CONDESA,t
"Apto. entero de 1 Rec. y 1 Baño, Metro a 10 min.",t
Nice apartment at Santa Maria La Ribera,t
Modern PH in the heart of La Roma,t
Penthouse con terraza y jacuzzi privados -Roma-,t
Acogedor departamento a 10 min de Polanco!,t
"Private room, Great place to stay - Coliving -104",t
loft nuevo con gran ubicación,t
ART DECO CONDESA! Increíble depto en col. Condesa,t
Familias grandes! Grandes momentos!,t
Exclusivo Departamento Santa Fe Vista Panorámica,t
“Viva Coyoacán “ el placer de lo tradicional.,t
Sunny and  charming oasis,t
Hermoso y acogedor depto. Excelente ubicación,t
"POLANCO trendy Penthouse, 4rooms/10guest BALCONY",t
"Loft compacto, excelente zona, San Rafael-Reforma",t
Lovely room near to Masaryk Avenue 3B,t
Bienvenido a Casa,t
Pequeño Depto Amueblado frente Estadio Azteca,t
Brand New Studio In Hipodromo,t
"Roma Charming Apt 3BR/3BA, resort style pool & gym",t
CDMX  Luxe 3BR Flat in the heart of LA CONDESA!!,t
ROMA TRADITIONAL AREA IN A BIG PRÍVATE ROOM,t
Elegant Loft Next to Reforma. Excellent Location!,t
Céntrico departamento a 10 min de Reforma,t
Habitación Maguey Azul en La Casa azul-Sur CDMX,t
Great Apartment next to Reforma/ La Juarez,t
GREAT BEDS in front PARK CONDESA SALE -50%OFF,t
"Room with roofgarden and breakfast Roma, Juarez",t
Habitación cómoda en el corazón de CDMX -1,t
Incredible private room with shared bathroom (3),t
"Room with roofgarden and breakfast Juarez, Roma",t
Best zone amazing cool,t
Well lit/stylish apartment in perfect location.,t
CONDESA 5 ⭐ STYLISH & MODERN APT IN TOP LOCATION,t
Luxurious 3 BR 2 BA in Chic POLANCO District,t
(3)Full Apartment with private Patio in Roma Norte,t
Natural Light & a Cozy space!,t
Bed in dorm with Terrace and Breakfast Roma Juarez,t
PB Condesa diseño GRAN PRECIO en ESTANCIAS LARGAS,t
Amazing Location -  DownTown Apartment,t
CENTRIC • Casa Raffaello • Room Pinzolo,t
"Bueno, bonito y barato",t
Experience CDMX from beautiful La Condesa 3BR,t
Radiant Apartment with Patio in Roma Norte,t
Honey Loft,t
HABITACIÓN NUEVA A 5 MIN DEL AEROPUERTO 1.1,t
Extraordinarily Spacious Apt. in Condesa,t
Sunny and fresh Retro style Apartment,t
Colorfull  Mid-Century inspired apartment.,t
Exclusive Suite W/Pool Reforma Near Condesa & Roma,t
Walk to Museums from an Elegant Apartment with a Balcony,t
Bello Departamento Parques Polanco,t
#Incredible location & cozy home!!!,t
Apto junto Plaza Carso y Antara,t
Centro CDMX base for work office or living,t
Apto. en el Centro de Tlalpan,t
Luminoso y cómodo cuarto matrimonial en Coyoacán!,t
Hermoso Departamento Estilo Mexicano,t
Cool & lovely Apmt @Colonia Roma Main Street,t
Condesa Beautiful bed and breakfast,t
Nice zen place in condesa,t
5A - Suite Altavista San Angel - 1BR/1BA Double,t
3BR Comfy and Nice,t
24hrs Security Guard / Best view to Munal Palace,t
"Grand Room, Share Services; Near UNAM and Coyoacan",t
"Private double bed, excellent loc.",t
Beautiful Cozy Apartment in the heart of the City,t
Beautiful 1 room studio in condesa,t
Modern Loft Nestled Between Hip Condesa and Roma,t
Little  Appartment,t
10 min from International AirportMX.,t
"Suite 421 Arquimedes 33, 01 Rec.",t
Quiet room in Condesa with private bathroom,t
Economic room with outside terrace in Condesa,t
1 bedroom studio in Condesa F.,t
Cómoda suite en la colonia Juárez (Junior suite5a),t
Cool and charming loft where Condesa and Roma meet,t
Beautiful rootfop + patio in art deco house,t
2 beds 1 sofa south-center of the city (Del Valle),t
Departamento amplio zona sur de la Ciudad México,t
"APARTAMENTO EN ZONA ROSA, MX. EXCELENTE UBICACION.",t
DEPTO.COMPLETO FRENTE PLAZA CARSO/SOUMAYA POLANCO,t
6. Modern and amazing apartment in Mexico City,t
Casa de Ana María,t
NIce Room 3 at Coy. w/indep. access to street,t
Long Term Rental 30 's Cosy Art Deco Apartment,t
Habitación con vista panorámica j4,t
Linda habitación independiente con excelente vista,t
Gran departamento amueblado y equipado en Polanco.,t
Victory | Design+Luxury+Location,t
Suites Anzures,t
"Condesa, Spacious Suite 2",t
Modern Apartment at Condesa for 6,t
LOFT AMUEBLADO,t
Departamento confortable y muy agradable,t
Apartment in Roma Condesa,t
DosCuatroSeis apartamento,t
Habitación Roja.,t
Habitación cerca Autódromo....,t
Nice private bedroom in downtown Mexico City,t
Room One  in Mexico City,t
Increíble y soleado depa en el corazón de La Roma,t
Habitación privada hermoso Pent house Copérnico,t
Linda habitación privada c/Baño integrado,t
Next to Parque Hundido & Plaza de  toros .,t
"Room 4, Acogedora habitación en casa californiana",t
Well appointed 2bdrm - 2bath condo in South CDMX,t
Eclectic Elegance | 2 Private Balconies,t
Entire Private Apartment - Lomas de San Bernabe,t
Precioso departamento en la histórica Juárez,t
All furnished BR in trendy neighborhood LA ROMA,t
UNFORGETTABLE VACATION  IN THE HEART OF CONDESA,t
Habitación cómoda y segura cerca del Aeropuerto,t
Departamento en Reforma e Insurgentes.,t
La nueva casita verde en Coyoacan,t
"Cómodo, lindo; cerca de metro, bosque. Tv-Netflix.",t
Habitación amplia con escritorio y terraza.,t
Condesa Art Deco Jewel with lovely Patio and Atrium,t
Departamento de lujo en Coyoacan de 3 recamaras$$$,t
Condesa Park View | Balcony | Art Deco,t
Apartment with stunning views 1404 @ SANTA FE,t
Habitación Madera,t
Great Location 4BR / 1 block to Reforma Avenue,t
Monumentos,t
Economic room in Condesa,t
Excellent Private Room with Private Bath San Angel,t
Unit 6 Air Conditioning Condesa,t
"(704) Loft a 3 km de POLANCO, cama Queen size fino",t
Estudio independiente,t
Hermoso Depa en Parques Polanco torre principal,t
"Habitación en la Nápoles, vigilancia las 24 hrs.",t
Casa 2,t
"Piquín Suite, in the Historic Center of Coyoacan",t
Cómodo y lindo departamento,t
Hermoso departamento en el corazón de la Condesa.,t
Pepper My Love! right at the bohemian Coyoacan,t
Designed flat in La Roma with terrace,t
"Departamento Privado, Azcapotzalco, Arena CDMX",t
Cómodo depa de dos cuartos cerca de Polanco,t
Comoda habitación con baño para 1 persona,t
Apartamento  WIFI/LIMPIO/ Centro histórico de Méx.,t
Best located Suite in hip neighborhood,t
Recámara cerca del Centro de Coyoacán,t
Moderno Departamento en Av. Presidente Masaryk,t
Master Bedroom at Chicago Homestay (WTC & Nápoles),t
Agradable recámara cerca de Reforma Centro.,t
⭐️ Cozy room in PH ROMA w/ patio ☀️,t
"Incredible Flat near Reforma, 100 mbps Wi-Fi!",t
"Suite San Simón """"""""OMI"""""""" (1)",t
4 bedrooms/ 2 bathrooms/ elevator/ stacked laundry,t
Casa Eufemia Hab No. 3 / 1 persona (Max 4px),t
Sanitized Apto Polanco/Pemex/Reforma,t
Departamentos con Preciosa Vista - París 10,t
Departamento independiente,t
Comodo y moderno Departamento  Polanco-Lago Meru,t
Recámara independiente con baño completo.,t
Habitación Individual con Baño Privado en Coyoacán,t
Habitación en 2o. nivel.  Excelente ubicación.,t
"Stylish Queen size Loft, Rooftop & Wifi Polanco",t
Estudiantes y Personas con Comisiones de Trabajo ,t
ESTUDIO SEGURO EN EL CORAZÓN DEL CENTRO HISTÓRICO,t
"Casa Selva In La Condesa: Fresh, Cool & Cozy",t
Departamento amueblado pequeño y estacionamiento,t
Amazing room with terrace near Masaryk 3D,t
Sky Line | 2 Floor Apartment in Condesa | 3BR,t
Monoambiente. Excelente ubicación.,t
CASA SAUTO Luxury Family Suites,t
Newly Renovated Luxurious One Bedroom,t
Alojamiento a 3 cuadras del Aeropuerto T1,t
Habitación en Casona Californiana WTC/ Nápoles.002,t
Linda recámara para descansar en el sur.,t
Private room for 2 people with terrace & breakfast,t
Atractiva habitación para descanso o trabajo.,t
CENTRIC • Casa Raffaello • Room Capri,t
Mexico City Downtown Apartment,t
Cozy place: Hotel Boutique in Condesa,t
"Cozy room close to city center, private bathroom.",t
Cuarto cupa,t
DEPARTAMENTO ENTERO A UNA CUADRA DE REFORMA/ WIFI,t
Maria I Condesa,t
Comfortable cozy flat w/balcony. Perfect location,t
5camas /3baños⭑ LIVE POLANCO,t
Habitación en la Roma (zona de hospitales) a,t
Nuevo Edificio Miravalle / Hipódromo Condesa,t
Tecamachalco 202,t
Vintage & Classy  FLAT in CONDESA.,t
Mini loft cerca del Centro Histórico,t
"Habitación 1 pax cercaWTC, Condesa, Roma, Narvarte",t
